Summary,Issue key,Issue Type,Status,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Due Date,Votes,Description,Environment,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (DateTimePicker_TP1),Custom field (Development),Custom field (Epic Colour),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (LargeText_TP1),Custom field (LookupList(Single)_TP1),Custom field (MultiLookupList(Multiple)_TP1),Custom field (MultiLookupList(Multiple)_TP1),Custom field (MultiLookupList(Multiple)_TP1),Custom field (MultiLookupList(Multiple)_TP1),Custom field (MultiLookupList(Multiple)_TP1),Custom field (Number_TP1),Custom field (Rank),Custom field (Story Points),Custom field (String(Text)_TP1),Custom field ([CHART] Date of First Response),Comment,Labels,Labels,Labels
Bug 5862,TP1-5862,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,822,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l862,Sprint-1.2,Other
Bug 5863,TP1-5863,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,823,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l863,Data-Ingestion,ESF/sql/
Bug 5864,TP1-5864,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,824,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l864,RDS-Aurora,ESF/sql/2_SNRG_279_ALTER_TABLE_UOW.sql
Bug 5865,TP1-5865,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,825,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l865,ALTERYX,SOLUTIONS
Bug 5866,TP1-5866,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,826,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l866,ARMS3,Reliability
Bug 5867,TP1-5867,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,827,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l867,ssup_triage,ESF/sql/6_SNRG_279_EAI_PACKAGE_BODY.sql
Bug 5868,TP1-5868,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,828,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l868,dailyusage,ESF/sql/5_SNRG_279_EAI_PACKAGE.sql
Bug 5869,TP1-5869,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,829,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l869,ANCS,ESF/sql/4_SNRG_279_ALTER_TABLE_UOW_DETAILS.sql
Bug 5870,TP1-5870,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,830,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l870,NON-GULF,ESF/sql/3_SNRG_279_ALTER_TABLE_UOW_DETAILS.sql
Bug 5871,TP1-5871,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,831,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l871,GISPROD,redshift
Bug 5872,TP1-5872,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,832,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l872,StrsPending,maximo
Bug 5873,TP1-5873,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,833,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l873,TDW,wp_fact
Bug 5874,TP1-5874,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,834,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l874,Release_1,wp_labor
Bug 5875,TP1-5875,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,835,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l875,Clear_DB,FPLMOBILE-784
Bug 5876,TP1-5876,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,836,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l876,"SSUP_BUG,",of
Bug 5877,TP1-5877,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,837,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l877,V-MARKETCHANGE,Frontend
Bug 5878,TP1-5878,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,838,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l878,CAISO,AA_OTHER
Bug 5879,TP1-5879,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,839,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l879,Feature,Checkfree_Billing_Enrollment
Bug 5880,TP1-5880,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,840,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l880,PMI_ACCOUNTING,PEARL
Bug 5881,TP1-5881,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,841,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l881,NILE,Pipeline
Bug 5882,TP1-5882,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,842,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l882,FERC,betatest1
Bug 5883,TP1-5883,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,843,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l883,PJM,R<-RR
Bug 5884,TP1-5884,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,844,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l884,"ISOLINK,",Next
Bug 5885,TP1-5885,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,845,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l885,ISO-NE,Release\09_US_2604_fix_PR_INSERT_EOD_DEVICE.sql
Bug 5886,TP1-5886,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,846,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l886,NEPOOL,LEAF-2727
Bug 5887,TP1-5887,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,847,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l887,DBScript,LEAF-2726
Bug 5888,TP1-5888,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,848,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l888,FPLSQ9,LEAF-2746
Bug 5889,TP1-5889,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,849,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l889,EQR,LEAF-2747
Bug 5890,TP1-5890,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,850,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l890,ERCOT,feature/LEAF-2773
Bug 5891,TP1-5891,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,851,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l891,ISOProduction,LEAF-2749
Bug 5892,TP1-5892,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,852,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l892,Release_PHOENIX,feature/LEAF-2772
Bug 5893,TP1-5893,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,853,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l893,ISO5MIN,LEAF-2766
Bug 5894,TP1-5894,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,854,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l894,ISOFLT,betatest2
Bug 5895,TP1-5895,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,855,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l895,NEPOOLLongterm,CAB-Maybe
Bug 5896,TP1-5896,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,856,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l896,HYDRA,feature/SnP_Sprint23.3__SNRG6_721_LEAF_GULF_Device_settings_Relay_Setting_Tab
Bug 5897,TP1-5897,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,857,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l897,V-CONTROLCOMPLETNESSOFDATA,Javascript
Bug 5898,TP1-5898,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,858,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l898,V-CONTINUITY,Pinchanges
Bug 5899,TP1-5899,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,859,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l899,ISO,ssupdesign_rftr
Bug 5900,TP1-5900,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,860,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l900,DJ,sla-breach
Bug 5901,TP1-5901,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,861,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l901,V-NEWBUSINESS,webtest
Bug 5902,TP1-5902,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,862,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l902,DJ_Enhancement,bugfix
Bug 5903,TP1-5903,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,863,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l903,needed-in-prod-bymonthend,links
Bug 5904,TP1-5904,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,864,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l904,V-VENDORUPDATE,BPO-Payments
Bug 5905,TP1-5905,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,865,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l905,V-ERCOT,PRODUCTIONSUPPORT
Bug 5906,TP1-5906,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,866,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l906,V-Correction,Connect_Calendar_Validation
Bug 5907,TP1-5907,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,867,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l907,V-PROCESSCHANGE,Exclusions
Bug 5908,TP1-5908,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,868,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l908,SPP,Synergi
Bug 5909,TP1-5909,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,869,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l909,nMarket_Update,EDP_Onboarding
Bug 5910,TP1-5910,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,870,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l910,V-UPGRADE,ON-HOLD
Bug 5911,TP1-5911,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,871,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l911,V-ACCURACY,Low
Bug 5912,TP1-5912,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,872,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l912,ISO-lutions,Greenplum
Bug 5913,TP1-5913,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,873,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l913,Informatica,RM_(Billing_Programs)_BudgetBill
Bug 5914,TP1-5914,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,874,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l914,Hydra-Power,RM_(Billing_Programs)_FlatBill
Bug 5915,TP1-5915,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,875,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l915,Bugs,UAT_Not_Needed
Bug 5916,TP1-5916,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,876,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l916,Nomination,WARRANTYSUPPORT
Bug 5917,TP1-5917,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,877,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l917,Priority_Of_Service_FSC,ProjectShare
Bug 5918,TP1-5918,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,878,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l918,Confirm/Scheduling,SOX
Bug 5919,TP1-5919,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,879,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l919,BPOEnhancements,1.WMSB-275
Bug 5920,TP1-5920,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,880,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l920,LandlordEmailNotifications,backendchanges
Bug 5921,TP1-5921,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,881,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l921,CALLSMultiIdentifier,WMSCore
Bug 5922,TP1-5922,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,882,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l922,iSearch,Streetlights
Bug 5923,TP1-5923,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,883,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l923,BusinessCards,WMSB-50
Bug 5924,TP1-5924,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,884,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l924,FPLMultiApps,Patch-D
Bug 5925,TP1-5925,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,885,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l925,SystemDemo,PT
Bug 5926,TP1-5926,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,886,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l926,"Phil,non-phoenix",TOP10
Bug 5927,TP1-5927,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,887,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l927,non-phoenixbranch,Wave7
Bug 5928,TP1-5928,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,888,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l928,non-phoenix,Win10
Bug 5929,TP1-5929,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,889,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l929,COMPLEX_CHARGES,Construction
Bug 5930,TP1-5930,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,890,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l930,readytopoint,1.WMSB-5
Bug 5931,TP1-5931,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,891,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l931,Phil,PendingAdditInfo
Bug 5932,TP1-5932,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,892,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l932,PRICING,1.WMSB-193
Bug 5933,TP1-5933,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,893,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l933,EMTDBL15,Approvedpre-CAB
Bug 5934,TP1-5934,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,894,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l934,QVAR,Patch-A
Bug 5935,TP1-5935,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,895,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l935,ETA_PRIORITIZED,Vero_Beach
Bug 5936,TP1-5936,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,896,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l936,ETA_3RDPARTYPLREPORT,Maintenance
Bug 5937,TP1-5937,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,897,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l937,MONTH_END_PROD,Polyzones
Bug 5938,TP1-5938,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,898,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l938,RiskConfirms,GUI
Bug 5939,TP1-5939,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,899,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l939,ETA_REVENUETEAM,StormIrma
Bug 5940,TP1-5940,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,900,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l940,PMISA2420/L5,1.WMSB-72
Bug 5941,TP1-5941,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,901,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l941,AUTOAR,Documentum
Bug 5942,TP1-5942,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,902,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l942,EMT_SAP_Interface,ScheduleOptomization
Bug 5943,TP1-5943,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,903,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l943,ETA_READYFORTEAM,oracle12c
Bug 5944,TP1-5944,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,904,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l944,ETA_DR,CAB-Feb-2020
Bug 5945,TP1-5945,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,905,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l945,Asset_integration_and_position,CAB-JULY-2018_Approved
Bug 5946,TP1-5946,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,906,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l946,ETA_RELEASE_CM-W4,Cab-July-2018-Approved
Bug 5947,TP1-5947,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,907,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l947,ETA_VERIFY,CAB-Deferred
